Elapsed Time;Working Time;Procrastination Time;Wandering Time;Notification
495.21;299;0;0;
496.22;300;0;0;
497.23;301;0;0;
498.25;302;0;0;
499.28;303;0;0;
500.28;304;0;0;
501.28;305;0;0;
502.29;306;0;0;
503.29;307;0;0;
504.31;308;0;0;
505.31;309;0;0;
506.32;310;0;0;
507.33;311;0;0;
508.35;312;0;0;
509.35;313;0;0;
510.38;314;0;0;
511.38;315;0;0;
512.38;316;0;0;
513.41;317;0;0;
514.41;318;0;0;
515.42;319;0;0;
516.43;320;0;0;
517.45;321;0;0;
518.48;322;0;0;
519.48;323;0;0;
520.48;324;0;0;
521.48;325;0;0;
522.51;326;0;0;
523.51;327;0;0;
524.51;328;0;0;
525.52;329;0;0;
526.53;330;0;0;
527.54;331;0;0;
528.55;332;0;0;
529.55;333;0;0;
530.58;334;0;0;
531.59;335;0;0;
532.58;336;0;0;
533.58;337;0;0;
534.58;338;0;0;
535.61;339;0;0;
536.61;340;0;0;
537.62;341;0;0;
538.62;342;0;0;
539.64;343;0;0;
540.63;344;0;0;
541.64;345;0;0;
542.68;346;0;0;
543.68;347;0;0;
544.68;348;0;0;
545.71;349;0;0;
546.71;350;0;0;
547.71;351;0;0;
548.72;352;0;0;
549.73;353;0;0;
550.74;354;0;0;
551.76;355;0;0;
552.75;356;0;0;
553.78;357;0;0;
554.78;358;0;0;
555.81;359;0;0;
556.81;360;0;0;
557.82;361;0;0;
558.82;362;0;0;
559.83;363;0;0;
560.84;364;0;0;
561.88;365;0;0;
562.88;366;0;0;
563.88;367;0;0;
564.91;368;0;0;
565.91;369;0;0;
566.91;370;0;0;
567.92;371;0;0;
568.94;372;0;0;
569.94;373;0;0;
570.95;374;0;0;
571.95;375;0;0;
572.96;376;0;0;
573.98;377;0;0;
574.99;378;0;0;
575.99;379;0;0;
577.01;380;0;0;
578.01;381;0;0;
579.02;382;0;0;
580.03;383;0;0;
581.04;384;0;0;
582.05;385;0;0;
583.06;386;0;0;
584.08;387;0;0;
585.08;388;0;0;
586.11;389;0;0;
587.11;390;0;0;
588.11;391;0;0;
589.11;392;0;0;
590.11;393;0;0;
591.11;394;0;0;
592.12;395;0;0;
593.12;396;0;0;
594.13;397;0;0;
595.14;398;0;0;
596.15;399;0;0;
597.18;400;0;0;
598.18;401;0;0;
599.18;402;0;0;
600.21;403;0;0;
601.21;404;0;0;
602.22;405;0;0;
603.22;406;0;0;
604.24;407;0;0;
605.26;408;0;0;
606.28;409;0;0;
607.28;410;0;0;
608.28;411;0;0;
609.29;412;0;0;
610.31;413;0;0;
611.31;414;0;0;
612.31;415;0;0;
613.32;416;0;0;
614.33;417;0;0;
615.34;418;0;0;
616.35;419;0;0;
617.38;420;0;0;
618.38;421;0;0;
619.41;422;0;0;
620.42;423;0;0;
621.41;424;0;0;
622.42;425;0;0;
623.43;426;0;0;
624.42;427;0;0;
625.44;428;0;0;
626.45;429;0;0;
627.48;430;0;0;
628.48;431;0;0;
629.49;432;0;0;
630.51;433;0;0;
631.51;434;0;0;
632.52;435;0;0;
633.52;436;0;0;
634.53;437;0;0;
635.55;438;0;0;
636.56;439;0;0;
637.58;440;0;0;
638.58;441;0;0;
639.58;442;0;0;
640.58;443;0;0;
641.58;444;0;0;
642.59;445;0;0;
643.61;446;0;0;
644.61;447;0;0;
645.61;448;0;0;
646.63;449;0;0;
647.64;450;0;0;
648.64;451;0;0;
649.65;452;0;0;
650.68;453;0;0;
651.65;454;0;0;
652.68;455;0;0;
653.68;456;0;0;
654.68;457;0;0;
655.69;458;0;0;
656.71;459;0;0;
657.72;460;0;0;
658.73;461;0;0;
659.74;462;0;0;
660.78;463;0;0;
661.78;464;0;0;
662.78;465;0;0;
663.79;466;0;0;
664.81;467;0;0;
665.81;468;0;0;
666.81;469;0;0;
667.82;470;0;0;
668.81;471;0;0;
669.83;472;0;0;
670.84;473;0;0;
671.88;474;0;0;
672.88;475;0;0;
673.88;476;0;0;
674.91;477;0;0;
675.91;478;0;0;
676.91;479;0;0;
677.91;480;0;0;
678.91;481;0;0;
679.93;482;0;0;
680.93;483;0;0;
681.94;484;0;0;
682.96;485;0;0;
683.98;486;0;0;
684.98;487;0;0;
685.99;488;0;0;
687.01;489;0;0;
688.01;490;0;0;
689.01;491;0;0;
690.01;492;0;0;
691.02;493;0;0;
692.04;494;0;0;
693.05;495;0;0;
694.08;496;0;0;
695.08;497;0;0;
696.08;498;0;0;
697.08;499;0;0;
698.08;500;0;0;
699.09;501;0;0;
700.11;502;0;0;
701.11;503;0;0;
702.12;504;0;0;
703.13;505;0;0;
704.15;506;0;0;
705.16;507;0;0;
706.18;508;0;0;
707.18;509;0;0;
708.21;510;0;0;
709.21;511;0;0;
710.21;512;0;0;
711.21;513;0;0;
712.21;514;0;0;
713.23;515;0;0;
714.23;516;0;0;
715.24;517;0;0;
716.25;518;0;0;
717.28;519;0;0;
718.28;520;0;0;
719.28;521;0;0;
720.28;522;0;0;
721.29;523;0;0;
722.28;524;0;0;
723.31;525;0;0;
724.32;526;0;0;
725.33;527;0;0;
726.34;528;0;0;
727.35;529;0;0;
728.38;530;0;0;
729.38;531;0;0;
730.41;532;0;0;
731.41;533;0;0;
732.43;534;0;0;
733.44;535;0;0;
734.44;536;0;0;
735.48;537;0;0;
736.48;538;0;0;
737.51;539;0;0;
738.51;540;0;0;
739.51;541;0;0;
740.52;542;0;0;
741.53;543;0;0;
742.54;544;0;0;
743.55;545;0;0;
744.58;546;0;0;
745.58;547;0;0;
746.58;548;0;0;
747.61;549;0;0;
748.61;550;0;0;
749.62;551;0;0;
750.63;552;0;0;
751.65;553;0;0;
752.66;554;0;0;
753.68;555;0;0;
754.68;556;0;0;
755.68;557;0;0;
756.68;558;0;0;
757.71;559;0;0;
758.71;560;0;0;
759.72;561;0;0;
760.72;562;0;0;
761.73;563;0;0;
762.74;564;0;0;
763.78;565;0;0;
764.78;566;0;0;
765.79;567;0;0;
766.81;568;0;0;
767.81;569;0;0;
768.81;570;0;0;
769.81;571;0;0;
770.83;572;0;0;
771.84;573;0;0;
772.86;574;0;0;
773.88;575;0;0;
774.88;576;0;0;
775.91;577;0;0;
776.91;578;0;0;
777.91;579;0;0;
778.92;580;0;0;
779.93;581;0;0;
780.94;582;0;0;
781.96;583;0;0;
782.98;584;0;0;
783.98;585;0;0;
785.01;586;0;0;
786.01;587;0;0;
787.03;588;0;0;
788.04;589;0;0;
789.05;590;0;0;
790.08;591;0;0;
791.08;592;0;0;
792.08;593;0;0;
793.11;594;0;0;
794.11;595;0;0;
795.11;596;0;0;
796.12;597;0;0;
797.13;598;0;0;
798.15;599;0;0;
799.15;600;0;0;
800.18;601;0;0;
801.18;602;0;0;
802.18;603;0;0;
803.19;604;0;0;
804.21;605;0;0;
805.21;606;0;0;
806.21;607;0;0;
807.22;608;0;0;
808.22;609;0;0;
809.23;610;0;0;
810.24;611;0;0;
811.25;612;0;0;
812.25;613;0;0;
813.28;614;0;0;
814.28;615;0;0;
815.31;616;0;0;
816.31;617;0;0;
817.31;618;0;0;
818.32;619;0;0;
819.34;620;0;0;
820.35;621;0;0;
821.35;622;0;0;
822.38;623;0;0;
823.38;624;0;0;
824.38;625;0;0;
825.41;626;0;0;
826.41;627;0;0;
827.42;628;0;0;
828.43;629;0;0;
829.45;630;0;0;
830.48;631;0;0;
831.48;632;0;0;
832.48;633;0;0;
833.51;634;0;0;
834.51;635;0;0;
835.51;636;0;0;
836.53;637;0;0;
837.53;638;0;0;
838.55;639;0;0;
839.56;640;0;0;
840.58;641;0;0;
841.58;642;0;0;
842.61;643;0;0;
843.61;644;0;0;
844.61;645;0;0;
845.63;646;0;0;
846.63;647;0;0;
847.65;648;0;0;
848.68;649;0;0;
849.68;650;0;0;
850.68;651;0;0;
851.71;652;0;0;
852.71;653;0;0;
853.71;654;0;0;
854.71;655;0;0;
855.72;656;0;0;
856.73;657;0;0;
857.74;658;0;0;
858.75;659;0;0;
859.78;660;0;0;
860.78;661;0;0;
861.81;662;0;0;
862.79;663;0;0;
863.81;664;0;0;
864.81;665;0;0;
865.81;666;0;0;
866.81;667;0;0;
867.82;668;0;0;
868.83;669;0;0;
869.83;670;0;0;
870.85;671;0;0;
871.84;672;0;0;
872.85;673;0;0;
873.88;674;0;0;
874.88;675;0;0;
875.91;676;0;0;
876.91;677;0;0;
877.92;678;0;0;
878.93;679;0;0;
879.95;680;0;0;
880.98;681;0;0;
881.98;682;0;0;
883.01;683;0;0;
884.01;684;0;0;
885.01;685;0;0;
886.01;686;0;0;
887.01;687;0;0;
888.03;688;0;0;
889.03;689;0;0;
890.04;690;0;0;
891.04;691;0;0;
892.04;692;0;0;
893.05;693;0;0;
894.08;694;0;0;
895.08;695;0;0;
896.08;696;0;0;
897.09;697;0;0;
898.11;698;0;0;
899.11;699;0;0;
900.11;700;0;0;
901.13;701;0;0;
902.13;702;0;0;
903.14;703;0;0;
904.15;704;0;0;
905.15;705;0;0;
906.18;706;0;0;
907.18;707;0;0;
908.21;708;0;0;
909.21;709;0;0;
910.22;710;0;0;
911.23;711;0;0;
912.24;712;0;0;
913.25;713;0;0;
914.28;714;0;0;
915.28;715;0;0;
916.28;716;0;0;
917.31;717;0;0;
918.31;718;0;0;
919.31;719;0;0;
920.32;720;0;0;
921.32;721;0;0;
922.32;722;0;0;
923.32;723;0;0;
924.33;724;0;0;
925.34;725;0;0;
926.34;726;0;0;
927.36;727;0;0;
928.38;728;0;0;
929.38;729;0;0;
930.38;730;0;0;
931.38;731;0;0;
932.41;732;0;0;
933.41;733;0;0;
934.41;734;0;0;
935.41;735;0;0;
936.42;736;0;0;
937.43;737;0;0;
938.44;738;0;0;
939.45;739;0;0;
940.48;740;0;0;
941.48;741;0;0;
942.48;742;0;0;
943.51;743;0;0;
944.51;744;0;0;
945.51;745;0;0;
946.52;746;0;0;
947.53;747;0;0;
948.55;748;0;0;
949.58;749;0;0;
950.58;750;0;0;
951.58;751;0;0;
952.61;752;0;0;
953.61;753;0;0;
954.61;754;0;0;
955.63;755;0;0;
956.63;756;0;0;
957.63;757;0;0;
958.64;758;0;0;
959.64;759;0;0;
960.65;760;0;0;
961.68;761;0;0;
962.68;762;0;0;
963.71;763;0;0;
964.71;764;0;0;
965.71;765;0;0;
966.71;766;0;0;
967.71;767;0;0;
968.73;768;0;0;
969.73;769;0;0;
970.73;770;0;0;
971.74;771;0;0;
972.75;772;0;0;
973.78;773;0;0;
974.78;774;0;0;
975.81;775;0;0;
976.81;776;0;0;
977.81;777;0;0;
978.82;778;0;0;
979.83;779;0;0;
980.84;780;0;0;
981.86;781;0;0;
982.88;782;0;0;
983.88;783;0;0;
984.88;784;0;0;
985.91;785;0;0;
986.91;786;0;0;
987.91;787;0;0;
988.92;788;0;0;
989.92;789;0;0;
990.94;790;0;0;
991.95;791;0;0;
992.96;792;0;0;
993.98;793;0;0;
994.98;794;0;0;
996.01;795;0;0;
997.01;796;0;0;
998.02;797;0;0;
999.03;798;0;0;
1000.03;799;0;0;
1001.04;800;0;0;
1002.05;801;0;0;
1003.08;802;0;0;
1004.06;803;0;0;
1005.08;804;0;0;
1006.08;805;0;0;
1007.08;806;0;0;
1008.08;807;0;0;
1009.09;808;0;0;
1010.11;809;0;0;
1011.11;810;0;0;
1012.11;811;0;0;
1013.13;812;0;0;
1014.14;813;0;0;
1015.15;814;0;0;
1016.18;815;0;0;
1017.18;816;0;0;
1018.18;817;0;0;
1019.18;818;0;0;
1020.21;819;0;0;
1021.21;820;0;0;
1022.21;821;0;0;
1023.23;822;0;0;
1024.24;823;0;0;
1025.25;824;0;0;
1026.28;825;0;0;
1027.28;826;0;0;
1028.28;827;0;0;
1029.28;828;0;0;
1030.28;829;0;0;
1031.31;830;0;0;
1032.31;831;0;0;
1033.32;832;0;0;
1034.32;833;0;0;
1035.32;834;0;0;
1036.33;835;0;0;
1037.34;836;0;0;
1038.35;837;0;0;
1039.38;838;0;0;
1040.38;839;0;0;
1041.38;840;0;0;
1042.38;841;0;0;
1043.38;842;0;0;
1044.41;843;0;0;
1045.41;844;0;0;
1046.42;845;0;0;
1047.44;846;0;0;
1048.45;847;0;0;
1049.45;848;0;0;
1050.48;849;0;0;
1051.46;850;0;0;
1052.46;851;0;0;
1053.48;852;0;0;
1054.51;853;0;0;
1055.51;854;0;0;
1056.51;855;0;0;
1057.52;856;0;0;
1058.54;857;0;0;
1059.55;858;0;0;
1060.58;859;0;0;
1061.58;860;0;0;
1062.58;861;0;0;
1063.61;862;0;0;
1064.61;863;0;0;
1065.61;864;0;0;
1066.63;865;0;0;
1067.64;866;0;0;
1068.65;867;0;0;
1069.68;868;0;0;
1070.68;869;0;0;
1071.69;870;0;0;
1072.71;871;0;0;
1073.71;872;0;0;
1074.71;873;0;0;
1075.71;874;0;0;
1076.72;875;0;0;
1077.72;876;0;0;
1078.73;877;0;0;
1079.75;878;0;0;
1080.78;879;0;0;
1081.78;880;0;0;
1082.84;881;0;0;
1083.81;882;0;0;
1084.81;883;0;0;
1085.83;884;0;0;
1086.84;885;0;0;
1087.85;886;0;0;
1088.85;887;0;0;
1089.85;888;0;0;
1090.85;889;0;0;
1091.88;890;0;0;
1092.88;891;0;0;
1093.88;892;0;0;
1094.91;893;0;0;
1095.92;894;0;0;
1096.93;895;0;0;
1097.94;896;0;0;
1098.95;897;0;0;
1099.96;898;0;0;
1100.98;899;0;0;
1101.98;900;0;0;
1102.98;901;0;0;
1103.99;902;0;0;
1105.01;903;0;0;
1106.01;904;0;0;
1107.03;905;0;0;
1108.04;906;0;0;
1109.05;907;0;0;
1110.08;908;0;0;
1111.08;909;0;0;
1112.11;910;0;0;
1113.11;911;0;0;
1114.13;912;0;0;
1115.13;913;0;0;
1116.14;914;0;0;
1117.18;915;0;0;
1118.18;916;0;0;
1119.21;917;0;0;
1120.21;918;0;0;
1121.21;919;0;0;
1122.22;920;0;0;
1123.22;921;0;0;
1124.24;922;0;0;
1125.23;923;0;0;
1126.24;924;0;0;
1127.25;925;0;0;
1128.28;926;0;0;
1129.28;927;0;0;
1130.28;928;0;0;
1131.31;929;0;0;
1132.31;930;0;0;
1133.31;931;0;0;
1134.32;932;0;0;
1135.33;933;0;0;
1136.35;934;0;0;
1137.38;935;0;0;
1138.38;936;0;0;
1139.38;937;0;0;
1140.41;938;0;0;
1141.41;939;0;0;
1142.42;940;0;0;
1143.43;941;0;0;
1144.44;942;0;0;
1145.44;943;0;0;
1146.45;944;0;0;
1147.45;945;0;0;
1148.48;946;0;0;
1149.48;947;0;0;
1150.51;948;0;0;
1151.51;949;0;0;
1152.52;950;0;0;
1153.54;951;0;0;
1154.55;952;0;0;
1155.58;953;0;0;
1156.58;954;0;0;
1157.58;955;0;0;
1158.61;0;1;0;
1159.61;1;1;0;
1160.61;2;1;0;
1161.61;3;1;0;
1162.62;4;1;0;
1163.63;5;1;0;
1164.65;6;1;0;
1165.66;7;1;0;
1166.68;8;1;0;
1167.68;9;1;0;
1168.7;10;1;0;
1169.71;11;1;0;
1170.72;12;1;0;
1171.73;13;1;0;
1172.75;14;1;0;
1173.75;15;1;0;
1174.78;16;1;0;
1175.78;17;1;0;
1176.78;18;1;0;
1177.78;19;1;0;
1178.78;20;1;0;
1179.81;21;1;0;
1180.81;22;1;0;
1181.82;23;1;0;
1182.83;24;1;0;
1183.84;25;1;0;
1184.86;26;1;0;
1185.88;27;1;0;
1186.88;28;1;0;
1187.88;29;1;0;
1188.91;30;1;0;
1189.91;31;1;0;
1190.91;32;1;0;
1191.92;33;1;0;
1192.93;34;1;0;
1193.92;35;1;0;
1194.92;36;1;0;
1195.94;37;1;0;
1196.96;38;1;0;
1197.98;39;1;0;
1198.98;40;1;0;
1199.98;41;1;0;
1201.01;42;1;0;
1202.01;43;1;0;
1203.01;44;1;0;
1204.02;45;1;0;
1205.03;46;1;0;
1206.04;47;1;0;
1207.06;48;1;0;
1208.08;49;1;0;
1209.08;50;1;0;
1210.11;51;1;0;
1211.11;52;1;0;
1212.12;53;1;0;
1213.13;54;1;0;
1214.14;55;1;0;
1215.15;56;1;0;
1216.18;57;1;0;
1217.18;58;1;0;
1218.19;59;1;0;
1219.22;60;1;0;
1220.21;61;1;0;
1221.22;62;1;0;
1222.24;63;1;0;
1223.25;64;1;0;
1224.25;65;1;0;
1225.25;66;1;0;
1226.28;67;1;0;
1227.28;68;1;0;
1228.31;69;1;0;
1229.31;70;1;0;
1230.31;71;1;0;
1231.32;72;1;0;
1232.32;73;1;0;
1233.33;74;1;0;
1234.34;75;1;0;
1235.34;76;1;0;
1236.35;77;1;0;
1237.38;0;2;0;
1238.38;0;3;0;
1239.38;0;4;0;
1240.38;0;5;0;
1241.41;0;6;0;
1242.41;0;7;0;
1243.42;0;8;0;
1244.43;0;9;0;
1245.43;0;10;0;
1246.45;1;10;0;
1247.46;2;10;0;
1248.48;3;10;0;
1249.51;4;10;0;
1250.51;5;10;0;
1251.51;6;10;0;
1252.52;7;10;0;
1253.53;8;10;0;
